geneName,logFC,AveExpr,t,P.Value,adj.P.Val,B,group,FC.group
ENSG00000184056,-0.019497115434944253,5.273144333082598,-0.13817523242596738,0.8907307608744565,0.940004670847797,-6.6381316376696455,visit,down
ENSG00000197323,0.01495067881788809,6.3254896510461585,0.13762140051118202,0.8911659068692827,0.9403692549771913,-6.638208420183312,visit,up
ENSG00000068784,0.021378103037393827,5.300994295161396,0.13747400491530978,0.8912817213759469,0.9403692549771913,-6.638228802999987,visit,up
ENSG00000176018,-0.024081676274131266,4.607733210669355,-0.13735400726985636,0.8913760100089143,0.9403692549771913,-6.63824538093539,visit,down
ENSG00000100767,-0.041862931778963115,2.1886650399953704,-0.13734361492688762,0.8913841759090058,0.9403692549771913,-6.638246815979577,visit,down
ENSG00000169100,-0.010138928399728232,8.588651337959286,-0.1373170039858474,0.8914050858088196,0.9403692549771913,-6.638250490101631,visit,down
ENSG00000119878,-0.015627640974539145,4.8871190326382665,-0.13723499070313558,0.8914695293245365,0.9403692549771913,-6.638261809045332,visit,down
ENSG00000189350,-0.05306199498669042,2.8119097449663895,-0.13707109079044608,0.8915983190571952,0.9404359595025751,-6.638284409209668,visit,down
ENSG00000126217,-0.049219665941720905,-0.659536251350059,-0.13669865596825825,0.8918909829265498,0.9405688011712134,-6.638335663934699,visit,down
ENSG00000174173,-0.012111668462247316,5.639500397316736,-0.1366895106209221,0.8918981696448693,0.9405688011712134,-6.638336920770701,visit,down
ENSG00000149136,-0.013922166430897501,5.997356653225557,-0.13659125677884043,0.8919753813633633,0.9405688011712134,-6.638350418398658,visit,down
ENSG00000124802,-0.02350513790811636,4.0362840018799595,-0.1365770894365812,0.891986514703357,0.9405688011712134,-6.638352363838273,visit,down
ENSG00000160325,-0.02917081684562847,4.420677657444292,-0.13635560516276113,0.8921605699511428,0.9406831939232027,-6.6383827515344995,visit,down
ENSG00000133710,0.041775634950127,-1.1683611518104224,0.13605742782984498,0.8923949035586987,0.9408611219558383,-6.6384235837114005,visit,up
ENSG00000106290,0.01660171707338529,5.027090384474764,0.13578074897965295,0.8926123504871231,0.9409521902509445,-6.638461392017479,visit,up
ENSG00000160695,-0.010660334868602824,7.137751930710698,-0.13578060910940437,0.8926124604158026,0.9409521902509445,-6.638461411111374,visit,down
ENSG00000186416,0.023682934983155896,3.619003535906832,0.13559137240956382,0.8927611897846737,0.9410398257642122,-6.638487226092637,visit,up
ENSG00000168303,0.018424567060146183,5.493610445096616,0.13522805319002312,0.8930467491222547,0.9412061375989923,-6.638536687945004,visit,up
