P337_BAL_EOS.pct.1,P337_BAL_EOS.pct.2,P337_BAL_EOS.pct.3,P337_BAL_EOS.pct.4,P337_BAL_EOS.pct.5,P337_BAL_EOS.pct.6,P337_BAL_EOS.pct.7,P337_BAL_EOS.pct.8,P337_BAL_EOS.pct.9
ENSG00000119121,ENSG00000142657,ENSG00000138821,ENSG00000158457,ENSG00000175376,ENSG00000170128,ENSG00000176994,,
ENSG00000119408,ENSG00000142864,ENSG00000139890,ENSG00000159069,ENSG00000175416,ENSG00000171603,ENSG00000177302,,
ENSG00000119681,ENSG00000143318,ENSG00000140199,ENSG00000159231,ENSG00000175550,ENSG00000171631,ENSG00000178252,,
ENSG00000120318,ENSG00000143322,ENSG00000140443,ENSG00000160193,ENSG00000176533,ENSG00000171791,ENSG00000179222,,
ENSG00000120334,ENSG00000143450,ENSG00000140526,ENSG00000160284,ENSG00000176845,ENSG00000172183,ENSG00000181220,,
ENSG00000121361,ENSG00000143494,ENSG00000140563,ENSG00000160310,ENSG00000176973,ENSG00000172215,ENSG00000184216,,
ENSG00000121690,ENSG00000143549,ENSG00000140853,ENSG00000160392,ENSG00000177105,ENSG00000172236,ENSG00000184575,,
ENSG00000121716,ENSG00000144161,ENSG00000141096,ENSG00000160404,ENSG00000177156,ENSG00000173208,ENSG00000184602,,
ENSG00000121807,ENSG00000144485,ENSG00000142733,ENSG00000160410,ENSG00000177169,ENSG00000173762,ENSG00000185019,,
ENSG00000121895,ENSG00000144668,ENSG00000142798,ENSG00000160679,ENSG00000177380,ENSG00000174946,ENSG00000185658,,
ENSG00000121933,ENSG00000145088,ENSG00000143369,ENSG00000160963,ENSG00000177674,ENSG00000175592,ENSG00000186716,,
ENSG00000121966,ENSG00000145708,ENSG00000143401,ENSG00000161091,ENSG00000177700,ENSG00000176170,ENSG00000187555,,
ENSG00000122025,ENSG00000145779,ENSG00000143458,ENSG00000161526,ENSG00000177706,ENSG00000177542,ENSG00000188033,,
ENSG00000122121,ENSG00000145832,ENSG00000143514,ENSG00000162073,ENSG00000177733,ENSG00000179144,ENSG00000188559,,
ENSG00000122224,ENSG00000145839,ENSG00000143772,ENSG00000162144,ENSG00000178035,ENSG00000180096,ENSG00000188566,,
ENSG00000122254,ENSG00000145860,ENSG00000143815,ENSG00000162174,ENSG00000178226,ENSG00000180644,ENSG00000189060,,
ENSG00000122257,ENSG00000145911,ENSG00000143847,ENSG00000162407,ENSG00000179218,ENSG00000181409,ENSG00000189091,,
ENSG00000122547,ENSG00000146426,ENSG00000144136,ENSG00000162882,ENSG00000179933,ENSG00000181577,ENSG00000197217,,
ENSG00000123329,ENSG00000146592,ENSG00000144231,ENSG00000163444,ENSG00000180340,ENSG00000181847,ENSG00000197355,,
ENSG00000123352,ENSG00000146731,ENSG00000144749,ENSG00000163462,ENSG00000180953,ENSG00000181896,ENSG00000197563,,
ENSG00000123405,ENSG00000147140,ENSG00000145365,ENSG00000163472,ENSG00000181163,ENSG00000182580,ENSG00000197943,,
ENSG00000124019,ENSG00000147166,ENSG00000145675,ENSG00000163875,ENSG00000181544,ENSG00000182866,ENSG00000197976,,
ENSG00000124102,ENSG00000148200,ENSG00000145685,ENSG00000163935,ENSG00000181649,ENSG00000184271,ENSG00000198431,,
ENSG00000124145,ENSG00000148400,ENSG00000146476,ENSG00000164221,ENSG00000182054,ENSG00000184489,ENSG00000198554,,
ENSG00000124191,ENSG00000148459,ENSG00000147459,ENSG00000164897,ENSG00000182095,ENSG00000185101,ENSG00000198624,,
ENSG00000124491,ENSG00000148660,ENSG00000147526,ENSG00000165609,ENSG00000182253,ENSG00000185885,ENSG00000198771,,
ENSG00000124496,ENSG00000149212,ENSG00000147576,ENSG00000165801,ENSG00000182544,ENSG00000186081,ENSG00000198860,,
ENSG00000124659,ENSG00000149346,ENSG00000147854,ENSG00000165886,ENSG00000183684,ENSG00000186469,ENSG00000198911,,
ENSG00000124772,ENSG00000149499,ENSG00000148396,ENSG00000166579,ENSG00000183734,ENSG00000186792,ENSG00000203710,,
ENSG00000125266,ENSG00000149534,ENSG00000148411,ENSG00000166860,ENSG00000183741,ENSG00000186810,ENSG00000205268,,
ENSG00000125384,ENSG00000150637,ENSG00000148426,ENSG00000167004,ENSG00000183955,ENSG00000186827,ENSG00000211460,,
ENSG00000125430,ENSG00000150681,ENSG00000148606,ENSG00000167077,ENSG00000184260,ENSG00000186854,ENSG00000214655,,
ENSG00000125505,ENSG00000151461,ENSG00000148700,ENSG00000167182,ENSG00000184281,ENSG00000186891,ENSG00000225830,,
ENSG00000125735,ENSG00000151465,ENSG00000149115,ENSG00000167522,ENSG00000184343,ENSG00000188389,ENSG00000241973,,
ENSG00000125810,ENSG00000151650,ENSG00000149480,ENSG00000167553,ENSG00000184357,ENSG00000188452,,,
ENSG00000125952,ENSG00000151687,ENSG00000151012,ENSG00000167645,ENSG00000184897,ENSG00000188820,,,
ENSG00000126262,ENSG00000152240,ENSG00000151233,ENSG00000167670,ENSG00000185262,ENSG00000196074,,,
ENSG00000127084,ENSG00000152518,ENSG00000151532,ENSG00000167701,ENSG00000185614,ENSG00000196329,,,
ENSG00000127526,ENSG00000153157,ENSG00000152102,ENSG00000167747,ENSG00000186395,ENSG00000196839,,,
ENSG00000127528,ENSG00000153162,ENSG00000152217,ENSG00000167799,ENSG00000186577,ENSG00000196878,,,
ENSG00000127663,ENSG00000153310,ENSG00000152223,ENSG00000167977,ENSG00000187051,ENSG00000196935,,,
ENSG00000127946,ENSG00000153814,ENSG00000152256,ENSG00000168209,ENSG00000187514,ENSG00000197043,,,
ENSG00000127951,ENSG00000153885,ENSG00000152455,ENSG00000168763,ENSG00000188070,ENSG00000197540,,,
ENSG00000128050,ENSG00000153944,ENSG00000152495,ENSG00000169093,ENSG00000188342,ENSG00000197555,,,
ENSG00000128165,ENSG00000154102,ENSG00000152503,ENSG00000169762,ENSG00000188372,ENSG00000198286,,,
ENSG00000128606,ENSG00000154122,ENSG00000152689,ENSG00000169813,ENSG00000189227,ENSG00000198355,,,
ENSG00000129071,ENSG00000154124,ENSG00000153064,ENSG00000169957,ENSG00000189306,ENSG00000198821,,,
ENSG00000129292,ENSG00000154229,ENSG00000153094,ENSG00000170684,ENSG00000196449,ENSG00000198846,,,
ENSG00000129538,ENSG00000154473,ENSG00000154642,ENSG00000170779,ENSG00000196465,ENSG00000198851,,,
ENSG00000129925,ENSG00000155111,ENSG00000155090,ENSG00000170876,ENSG00000196636,ENSG00000198885,,,
ENSG00000129993,ENSG00000155329,ENSG00000155380,ENSG00000171148,ENSG00000196923,ENSG00000203896,,,
ENSG00000130167,ENSG00000155959,ENSG00000155508,ENSG00000171161,ENSG00000197006,ENSG00000204103,,,
ENSG00000130584,ENSG00000156384,ENSG00000156076,ENSG00000171763,ENSG00000197061,ENSG00000205045,,,
ENSG00000130589,ENSG00000157168,ENSG00000157404,ENSG00000171793,ENSG00000197238,ENSG00000213024,,,
ENSG00000130830,ENSG00000157368,ENSG00000158545,ENSG00000172349,ENSG00000197345,ENSG00000213626,,,
ENSG00000131203,ENSG00000157445,ENSG00000158636,ENSG00000172530,ENSG00000197982,ENSG00000215788,,,
ENSG00000131323,ENSG00000157764,ENSG00000158985,ENSG00000173110,ENSG00000197992,ENSG00000221866,,,
ENSG00000131400,ENSG00000158373,ENSG00000158987,ENSG00000173540,ENSG00000198053,ENSG00000221869,,,
ENSG00000131470,ENSG00000158406,ENSG00000159753,ENSG00000173846,ENSG00000198546,ENSG00000221883,,,
ENSG00000131503,ENSG00000159166,ENSG00000159873,ENSG00000173950,ENSG00000198736,ENSG00000235961,,,
ENSG00000131669,ENSG00000159445,ENSG00000160856,ENSG00000174007,ENSG00000198856,ENSG00000240230,,,
ENSG00000131748,ENSG00000160211,ENSG00000161040,ENSG00000174238,ENSG00000198931,ENSG00000244486,,,
ENSG00000131873,ENSG00000160683,ENSG00000161905,ENSG00000174442,ENSG00000198937,ENSG00000254788,,,
ENSG00000132182,ENSG00000160877,ENSG00000162337,ENSG00000174780,ENSG00000204267,ENSG00000261594,,,
ENSG00000132334,ENSG00000160953,ENSG00000162591,ENSG00000175213,ENSG00000204482,ENSG00000265681,,,
ENSG00000132465,ENSG00000161021,ENSG00000162971,ENSG00000175221,ENSG00000204574,ENSG00000277586,,,
ENSG00000132481,ENSG00000162607,ENSG00000163082,ENSG00000175470,ENSG00000212123,,,,
ENSG00000132514,ENSG00000162613,ENSG00000163349,ENSG00000175489,ENSG00000213903,,,,
ENSG00000132819,ENSG00000162980,ENSG00000163362,ENSG00000175634,ENSG00000213977,,,,
ENSG00000132938,ENSG00000163053,ENSG00000163545,ENSG00000175643,ENSG00000221995,,,,
ENSG00000133216,ENSG00000163221,ENSG00000163629,ENSG00000176444,ENSG00000228716,,,,
ENSG00000133317,ENSG00000163636,ENSG00000163655,ENSG00000177030,ENSG00000239672,,,,
ENSG00000133789,ENSG00000163877,ENSG00000163751,ENSG00000177721,ENSG00000239998,,,,
ENSG00000133794,ENSG00000163950,ENSG00000163781,ENSG00000177981,ENSG00000240682,,,,
ENSG00000133805,ENSG00000163964,ENSG00000164091,ENSG00000179965,ENSG00000243725,,,,
ENSG00000133985,ENSG00000163993,ENSG00000164125,ENSG00000180198,ENSG00000243927,,,,
ENSG00000134061,ENSG00000164104,ENSG00000164251,ENSG00000181035,ENSG00000244038,,,,
ENSG00000134072,ENSG00000164265,ENSG00000164506,ENSG00000181788,ENSG00000244165,,,,
ENSG00000134321,ENSG00000164300,ENSG00000164574,ENSG00000181852,ENSG00000253276,,,,
ENSG00000134460,ENSG00000164379,ENSG00000164715,ENSG00000182173,ENSG00000261221,,,,
ENSG00000134489,ENSG00000164485,ENSG00000164849,ENSG00000182199,ENSG00000270629,,,,
ENSG00000134748,ENSG00000164530,ENSG00000164938,ENSG00000182511,ENSG00000274736,,,,
ENSG00000134824,ENSG00000164754,ENSG00000164949,ENSG00000182551,ENSG00000274997,,,,
ENSG00000134827,ENSG00000164934,ENSG00000165409,ENSG00000182872,,,,,
ENSG00000135045,ENSG00000165288,ENSG00000165410,ENSG00000183431,,,,,
ENSG00000135069,ENSG00000165606,ENSG00000165527,ENSG00000183605,,,,,
ENSG00000135074,ENSG00000165704,ENSG00000165591,ENSG00000183763,,,,,
ENSG00000135094,ENSG00000165731,ENSG00000165650,ENSG00000183963,,,,,
ENSG00000135250,ENSG00000165757,ENSG00000165671,ENSG00000184164,,,,,
ENSG00000135362,ENSG00000165863,ENSG00000165802,ENSG00000184209,,,,,
ENSG00000135426,ENSG00000166073,ENSG00000166016,ENSG00000184988,,,,,
ENSG00000135439,ENSG00000166265,ENSG00000166224,ENSG00000185187,,,,,
ENSG00000135537,ENSG00000166482,ENSG00000166439,ENSG00000185838,,,,,
ENSG00000135549,ENSG00000166783,ENSG00000166900,ENSG00000186951,,,,,
ENSG00000135636,ENSG00000167005,ENSG00000166949,ENSG00000187049,,,,,
ENSG00000135916,ENSG00000167460,ENSG00000166963,ENSG00000187266,,,,,
ENSG00000136010,ENSG00000167483,ENSG00000167528,ENSG00000188060,,,,,
ENSG00000136026,ENSG00000167548,ENSG00000167676,ENSG00000188211,,,,,
ENSG00000136040,ENSG00000167768,ENSG00000168329,ENSG00000188312,,,,,
ENSG00000136158,ENSG00000167772,ENSG00000168546,ENSG00000188483,,,,,
ENSG00000136160,ENSG00000168291,ENSG00000168758,ENSG00000189077,,,,,
ENSG00000136295,ENSG00000168484,ENSG00000168769,ENSG00000196544,,,,,
ENSG00000136404,ENSG00000168685,ENSG00000168806,ENSG00000196843,,,,,
ENSG00000136490,ENSG00000168779,ENSG00000168813,ENSG00000197150,,,,,
ENSG00000136999,ENSG00000168913,ENSG00000169299,ENSG00000197451,,,,,
ENSG00000137193,ENSG00000169224,ENSG00000169330,ENSG00000197785,,,,,
ENSG00000137265,ENSG00000169397,ENSG00000169902,ENSG00000197903,,,,,
ENSG00000137404,ENSG00000169432,ENSG00000169908,ENSG00000198055,,,,,
ENSG00000137474,ENSG00000169756,ENSG00000170802,ENSG00000198133,,,,,
ENSG00000137502,ENSG00000169896,ENSG00000171608,ENSG00000198700,,,,,
ENSG00000137509,ENSG00000170558,ENSG00000171659,ENSG00000198783,,,,,
ENSG00000137673,ENSG00000170891,ENSG00000171943,ENSG00000204256,,,,,
ENSG00000137841,ENSG00000171302,ENSG00000172840,ENSG00000204520,,,,,
ENSG00000138061,ENSG00000171314,ENSG00000172954,ENSG00000204569,,,,,
ENSG00000138080,ENSG00000171657,ENSG00000173068,ENSG00000213551,,,,,
ENSG00000138378,ENSG00000172081,ENSG00000173281,ENSG00000213593,,,,,
ENSG00000138623,ENSG00000173239,ENSG00000173801,ENSG00000213859,,,,,
ENSG00000138678,ENSG00000173404,ENSG00000174718,ENSG00000214022,,,,,
ENSG00000138738,ENSG00000173890,ENSG00000175928,ENSG00000214212,,,,,
ENSG00000138795,ENSG00000173991,ENSG00000176124,ENSG00000221829,,,,,
ENSG00000139146,ENSG00000174004,ENSG00000176148,ENSG00000221968,,,,,
ENSG00000139190,ENSG00000174130,ENSG00000176390,ENSG00000243279,,,,,
ENSG00000139514,ENSG00000174151,ENSG00000176542,ENSG00000243477,,,,,
ENSG00000139572,ENSG00000174611,ENSG00000176595,ENSG00000249992,,,,,
ENSG00000139626,ENSG00000174951,ENSG00000176624,ENSG00000274180,,,,,
ENSG00000139725,ENSG00000175048,ENSG00000176658,ENSG00000276045,,,,,
ENSG00000139971,ENSG00000175352,ENSG00000176749,ENSG00000280789,,,,,
ENSG00000140263,ENSG00000176208,ENSG00000177084,,,,,,
ENSG00000140287,ENSG00000176438,ENSG00000177463,,,,,,
ENSG00000140368,ENSG00000176834,ENSG00000178163,,,,,,
ENSG00000140564,ENSG00000176871,ENSG00000178538,,,,,,
ENSG00000140807,ENSG00000177181,ENSG00000179403,,,,,,
ENSG00000140859,ENSG00000177669,ENSG00000180182,,,,,,
ENSG00000140932,ENSG00000177707,ENSG00000180263,,,,,,
ENSG00000141404,ENSG00000178199,ENSG00000180370,,,,,,
ENSG00000141429,ENSG00000178342,ENSG00000180596,,,,,,
ENSG00000141655,ENSG00000178381,ENSG00000180884,,,,,,
ENSG00000142185,ENSG00000178573,ENSG00000181467,,,,,,
ENSG00000142405,ENSG00000178988,ENSG00000181744,,,,,,
ENSG00000142512,ENSG00000179431,ENSG00000181804,,,,,,
ENSG00000142765,ENSG00000179456,ENSG00000182240,,,,,,
ENSG00000143179,ENSG00000179588,ENSG00000182504,,,,,,
ENSG00000143344,ENSG00000179598,ENSG00000183337,,,,,,
ENSG00000143409,ENSG00000179846,ENSG00000183530,,,,,,
ENSG00000143412,ENSG00000182287,ENSG00000183647,,,,,,
ENSG00000143515,ENSG00000182463,ENSG00000183813,,,,,,
ENSG00000143537,ENSG00000182628,ENSG00000183826,,,,,,
ENSG00000143633,ENSG00000183091,ENSG00000184445,,,,,,
ENSG00000143669,ENSG00000183092,ENSG00000184702,,,,,,
ENSG00000143797,ENSG00000183283,ENSG00000185344,,,,,,
ENSG00000143851,ENSG00000183496,ENSG00000185361,,,,,,
ENSG00000143862,ENSG00000183579,ENSG00000185811,,,,,,
ENSG00000143891,ENSG00000183722,ENSG00000185905,,,,,,
ENSG00000144218,ENSG00000183780,ENSG00000185989,,,,,,
ENSG00000144354,ENSG00000184293,ENSG00000186265,,,,,,
ENSG00000144648,ENSG00000184313,ENSG00000187037,,,,,,
ENSG00000144649,ENSG00000184599,ENSG00000187764,,,,,,
ENSG00000145247,ENSG00000184992,ENSG00000188827,,,,,,
ENSG00000145335,ENSG00000185046,ENSG00000189079,,,,,,
ENSG00000145687,ENSG00000185156,ENSG00000196220,,,,,,
ENSG00000145757,ENSG00000185201,ENSG00000196233,,,,,,
ENSG00000145901,ENSG00000185291,ENSG00000196526,,,,,,
ENSG00000145920,ENSG00000185303,ENSG00000196535,,,,,,
ENSG00000145990,ENSG00000185386,ENSG00000196591,,,,,,
ENSG00000146070,ENSG00000185634,ENSG00000196663,,,,,,
ENSG00000146112,ENSG00000185669,ENSG00000196865,,,,,,
ENSG00000147010,ENSG00000185697,ENSG00000197594,,,,,,
ENSG00000147138,ENSG00000185818,ENSG00000197622,,,,,,
ENSG00000147408,ENSG00000185915,ENSG00000197632,,,,,,
ENSG00000147454,ENSG00000186767,ENSG00000197860,,,,,,
ENSG00000147571,ENSG00000186871,ENSG00000197930,,,,,,
ENSG00000148297,ENSG00000186918,ENSG00000198001,,,,,,
ENSG00000148516,ENSG00000187068,ENSG00000198113,,,,,,
ENSG00000148926,ENSG00000187239,ENSG00000198176,,,,,,
ENSG00000148935,ENSG00000187257,ENSG00000198598,,,,,,
ENSG00000149150,ENSG00000187498,ENSG00000198740,,,,,,
ENSG00000149269,ENSG00000187605,ENSG00000198756,,,,,,
ENSG00000149516,ENSG00000187862,ENSG00000198826,,,,,,
ENSG00000149970,ENSG00000188215,ENSG00000204084,,,,,,
ENSG00000151136,ENSG00000188647,ENSG00000204519,,,,,,
ENSG00000151651,ENSG00000189180,ENSG00000204947,,,,,,
ENSG00000151689,ENSG00000196188,ENSG00000206053,,,,,,
ENSG00000151692,ENSG00000196260,ENSG00000206527,,,,,,
ENSG00000151693,ENSG00000196588,ENSG00000206561,,,,,,
ENSG00000152128,ENSG00000197265,ENSG00000211455,,,,,,
ENSG00000152229,ENSG00000197562,ENSG00000213281,,,,,,
ENSG00000153208,ENSG00000197880,ENSG00000239521,,,,,,
ENSG00000153823,ENSG00000198162,ENSG00000249437,,,,,,
ENSG00000153879,ENSG00000198168,ENSG00000250312,,,,,,
ENSG00000154065,ENSG00000198178,ENSG00000257103,,,,,,
ENSG00000154146,ENSG00000198400,ENSG00000261210,,,,,,
ENSG00000154262,ENSG00000198673,ENSG00000266173,,,,,,
ENSG00000154277,ENSG00000198794,ENSG00000272398,,,,,,
ENSG00000154760,ENSG00000203814,ENSG00000276085,,,,,,
ENSG00000154928,ENSG00000204304,,,,,,,
ENSG00000155099,ENSG00000204681,,,,,,,
ENSG00000155189,ENSG00000204977,,,,,,,
ENSG00000155792,ENSG00000205420,,,,,,,
ENSG00000155966,ENSG00000205426,,,,,,,
ENSG00000156170,ENSG00000205581,,,,,,,
ENSG00000156711,ENSG00000206344,,,,,,,
ENSG00000156876,ENSG00000212127,,,,,,,
ENSG00000157017,ENSG00000213186,,,,,,,
ENSG00000157240,ENSG00000213420,,,,,,,
ENSG00000157303,ENSG00000213759,,,,,,,
ENSG00000157551,ENSG00000214688,,,,,,,
ENSG00000157570,ENSG00000215012,,,,,,,
ENSG00000157734,ENSG00000217555,,,,,,,
ENSG00000158006,ENSG00000235169,,,,,,,
ENSG00000158156,ENSG00000236609,,,,,,,
ENSG00000158286,ENSG00000240505,,,,,,,
ENSG00000158435,ENSG00000242732,,,,,,,
ENSG00000158477,ENSG00000244734,,,,,,,
ENSG00000158481,ENSG00000253250,,,,,,,
ENSG00000158485,ENSG00000258947,,,,,,,
ENSG00000158488,ENSG00000260325,,,,,,,
ENSG00000158517,ENSG00000261609,,,,,,,
ENSG00000158555,ENSG00000264522,,,,,,,
ENSG00000158715,ENSG00000267534,,,,,,,
ENSG00000158825,ENSG00000269743,,,,,,,
ENSG00000159023,ENSG00000272752,,,,,,,
ENSG00000159110,ENSG00000273802,,,,,,,
ENSG00000159339,ENSG00000276180,,,,,,,
ENSG00000159388,ENSG00000277075,,,,,,,
ENSG00000159496,ENSG00000277224,,,,,,,
ENSG00000159618,ENSG00000278195,,,,,,,
ENSG00000160013,,,,,,,,
ENSG00000160201,,,,,,,,
ENSG00000160305,,,,,,,,
ENSG00000160588,,,,,,,,
ENSG00000160593,,,,,,,,
ENSG00000160712,,,,,,,,
ENSG00000160753,,,,,,,,
ENSG00000160791,,,,,,,,
ENSG00000160796,,,,,,,,
ENSG00000160888,,,,,,,,
ENSG00000160991,,,,,,,,
ENSG00000161714,,,,,,,,
ENSG00000161944,,,,,,,,
ENSG00000162367,,,,,,,,
ENSG00000162390,,,,,,,,
ENSG00000162419,,,,,,,,
ENSG00000162433,,,,,,,,
ENSG00000162739,,,,,,,,
ENSG00000162745,,,,,,,,
ENSG00000162769,,,,,,,,
ENSG00000162881,,,,,,,,
ENSG00000163235,,,,,,,,
ENSG00000163297,,,,,,,,
ENSG00000163346,,,,,,,,
ENSG00000163376,,,,,,,,
ENSG00000163412,,,,,,,,
ENSG00000163421,,,,,,,,
ENSG00000163464,,,,,,,,
ENSG00000163606,,,,,,,,
ENSG00000163687,,,,,,,,
ENSG00000163823,,,,,,,,
ENSG00000163827,,,,,,,,
ENSG00000164236,,,,,,,,
ENSG00000164266,,,,,,,,
ENSG00000164292,,,,,,,,
ENSG00000164466,,,,,,,,
ENSG00000164512,,,,,,,,
ENSG00000164535,,,,,,,,
ENSG00000164543,,,,,,,,
ENSG00000164603,,,,,,,,
ENSG00000164691,,,,,,,,
ENSG00000164761,,,,,,,,
ENSG00000164985,,,,,,,,
ENSG00000165071,,,,,,,,
ENSG00000165406,,,,,,,,
ENSG00000165457,,,,,,,,
ENSG00000165646,,,,,,,,
ENSG00000165689,,,,,,,,
ENSG00000165702,,,,,,,,
ENSG00000165795,,,,,,,,
ENSG00000165813,,,,,,,,
ENSG00000165879,,,,,,,,
ENSG00000166428,,,,,,,,
ENSG00000166478,,,,,,,,
ENSG00000166483,,,,,,,,
ENSG00000166501,,,,,,,,
ENSG00000166920,,,,,,,,
ENSG00000166926,,,,,,,,
ENSG00000167106,,,,,,,,
ENSG00000167208,,,,,,,,
ENSG00000167264,,,,,,,,
ENSG00000167434,,,,,,,,
ENSG00000167641,,,,,,,,
ENSG00000167685,,,,,,,,
ENSG00000167779,,,,,,,,
ENSG00000167851,,,,,,,,
ENSG00000167994,,,,,,,,
ENSG00000168004,,,,,,,,
ENSG00000168071,,,,,,,,
ENSG00000168268,,,,,,,,
ENSG00000168269,,,,,,,,
ENSG00000168297,,,,,,,,
ENSG00000168878,,,,,,,,
ENSG00000168883,,,,,,,,
ENSG00000169116,,,,,,,,
ENSG00000169220,,,,,,,,
ENSG00000169385,,,,,,,,
ENSG00000169403,,,,,,,,
ENSG00000169413,,,,,,,,
ENSG00000169429,,,,,,,,
ENSG00000169508,,,,,,,,
ENSG00000169583,,,,,,,,
ENSG00000169891,,,,,,,,
ENSG00000170004,,,,,,,,
ENSG00000170006,,,,,,,,
ENSG00000170293,,,,,,,,
ENSG00000170439,,,,,,,,
ENSG00000170476,,,,,,,,
ENSG00000170542,,,,,,,,
ENSG00000170545,,,,,,,,
ENSG00000170571,,,,,,,,
ENSG00000170638,,,,,,,,
ENSG00000170837,,,,,,,,
ENSG00000170989,,,,,,,,
ENSG00000171208,,,,,,,,
ENSG00000171227,,,,,,,,
ENSG00000171236,,,,,,,,
ENSG00000171310,,,,,,,,
ENSG00000171316,,,,,,,,
ENSG00000171649,,,,,,,,
ENSG00000172000,,,,,,,,
ENSG00000172057,,,,,,,,
ENSG00000172551,,,,,,,,
ENSG00000172575,,,,,,,,
ENSG00000172794,,,,,,,,
ENSG00000172819,,,,,,,,
ENSG00000173535,,,,,,,,
ENSG00000173578,,,,,,,,
ENSG00000173825,,,,,,,,
ENSG00000173868,,,,,,,,
ENSG00000173926,,,,,,,,
ENSG00000173930,,,,,,,,
ENSG00000174099,,,,,,,,
ENSG00000174123,,,,,,,,
ENSG00000174600,,,,,,,,
ENSG00000174944,,,,,,,,
ENSG00000175040,,,,,,,,
ENSG00000175130,,,,,,,,
ENSG00000175315,,,,,,,,
ENSG00000175513,,,,,,,,
ENSG00000175591,,,,,,,,
ENSG00000175793,,,,,,,,
ENSG00000175857,,,,,,,,
ENSG00000176463,,,,,,,,
ENSG00000176771,,,,,,,,
ENSG00000176788,,,,,,,,
ENSG00000177191,,,,,,,,
ENSG00000177374,,,,,,,,
ENSG00000177383,,,,,,,,
ENSG00000177469,,,,,,,,
ENSG00000177602,,,,,,,,
ENSG00000177663,,,,,,,,
ENSG00000178175,,,,,,,,
ENSG00000178562,,,,,,,,
ENSG00000178607,,,,,,,,
ENSG00000178623,,,,,,,,
ENSG00000178789,,,,,,,,
ENSG00000178878,,,,,,,,
ENSG00000178882,,,,,,,,
ENSG00000178913,,,,,,,,
ENSG00000179348,,,,,,,,
ENSG00000179388,,,,,,,,
ENSG00000179639,,,,,,,,
ENSG00000180113,,,,,,,,
ENSG00000180353,,,,,,,,
ENSG00000180448,,,,,,,,
ENSG00000180549,,,,,,,,
ENSG00000180573,,,,,,,,
ENSG00000180767,,,,,,,,
ENSG00000180871,,,,,,,,
ENSG00000181045,,,,,,,,
ENSG00000181274,,,,,,,,
ENSG00000181374,,,,,,,,
ENSG00000181444,,,,,,,,
ENSG00000181631,,,,,,,,
ENSG00000182010,,,,,,,,
ENSG00000182022,,,,,,,,
ENSG00000182162,,,,,,,,
ENSG00000182183,,,,,,,,
ENSG00000182557,,,,,,,,
ENSG00000182566,,,,,,,,
ENSG00000182568,,,,,,,,
ENSG00000182871,,,,,,,,
ENSG00000182885,,,,,,,,
ENSG00000183018,,,,,,,,
ENSG00000183020,,,,,,,,
ENSG00000183049,,,,,,,,
ENSG00000183087,,,,,,,,
ENSG00000183134,,,,,,,,
ENSG00000183161,,,,,,,,
ENSG00000183307,,,,,,,,
ENSG00000183386,,,,,,,,
ENSG00000183484,,,,,,,,
ENSG00000183625,,,,,,,,
ENSG00000183688,,,,,,,,
ENSG00000183779,,,,,,,,
ENSG00000183943,,,,,,,,
ENSG00000184005,,,,,,,,
ENSG00000184221,,,,,,,,
ENSG00000184232,,,,,,,,
ENSG00000184371,,,,,,,,
ENSG00000184557,,,,,,,,
ENSG00000184574,,,,,,,,
ENSG00000184678,,,,,,,,
ENSG00000184709,,,,,,,,
ENSG00000185033,,,,,,,,
ENSG00000185052,,,,,,,,
ENSG00000185112,,,,,,,,
ENSG00000185338,,,,,,,,
ENSG00000185897,,,,,,,,
ENSG00000186187,,,,,,,,
ENSG00000186193,,,,,,,,
ENSG00000186204,,,,,,,,
ENSG00000186205,,,,,,,,
ENSG00000186364,,,,,,,,
ENSG00000186529,,,,,,,,
ENSG00000186815,,,,,,,,
ENSG00000186818,,,,,,,,
ENSG00000187474,,,,,,,,
ENSG00000187742,,,,,,,,
ENSG00000187837,,,,,,,,
ENSG00000187912,,,,,,,,
ENSG00000188042,,,,,,,,
ENSG00000188282,,,,,,,,
ENSG00000188305,,,,,,,,
ENSG00000188404,,,,,,,,
ENSG00000188649,,,,,,,,
ENSG00000188778,,,,,,,,
ENSG00000188822,,,,,,,,
ENSG00000189068,,,,,,,,
ENSG00000196155,,,,,,,,
ENSG00000196189,,,,,,,,
ENSG00000196358,,,,,,,,
ENSG00000196391,,,,,,,,
ENSG00000196498,,,,,,,,
ENSG00000196562,,,,,,,,
ENSG00000196581,,,,,,,,
ENSG00000196628,,,,,,,,
ENSG00000196684,,,,,,,,
ENSG00000196693,,,,,,,,
ENSG00000197093,,,,,,,,
ENSG00000197256,,,,,,,,
ENSG00000197299,,,,,,,,
ENSG00000197324,,,,,,,,
ENSG00000197361,,,,,,,,
ENSG00000197381,,,,,,,,
ENSG00000197457,,,,,,,,
ENSG00000197721,,,,,,,,
ENSG00000198223,,,,,,,,
ENSG00000198435,,,,,,,,
ENSG00000198520,,,,,,,,
ENSG00000198570,,,,,,,,
ENSG00000198682,,,,,,,,
ENSG00000198732,,,,,,,,
ENSG00000198734,,,,,,,,
ENSG00000198829,,,,,,,,
ENSG00000198858,,,,,,,,
ENSG00000198909,,,,,,,,
ENSG00000204131,,,,,,,,
ENSG00000204160,,,,,,,,
ENSG00000204390,,,,,,,,
ENSG00000205336,,,,,,,,
ENSG00000205531,,,,,,,,
ENSG00000205659,,,,,,,,
ENSG00000205927,,,,,,,,
